ensembl_gene_id	gene_name	gene_biotype
ENSMUSG00000029723	Tsc22d4	protein_coding
ENSMUSG00000037624	Kcnk2	protein_coding
ENSMUSG00000038828	Tmem214	protein_coding
ENSMUSG00000011052	1700049J03Rik	antisense
ENSMUSG00000091078	Gm17218	antisense
ENSMUSG00000078838	Gm17382	lincRNA
ENSMUSG00000044664	Prss42	protein_coding
ENSMUSG00000092539	Gm20468	antisense
ENSMUSG00000086898	1700062I23Rik	antisense
ENSMUSG00000026605	Cenpf	protein_coding
ENSMUSG00000029312	Klhl8	protein_coding
ENSMUSG00000073430	Gm10505	lincRNA
ENSMUSG00000032493	Prss44	protein_coding
ENSMUSG00000082177	Gm16005	pseudogene
ENSMUSG00000082741	Gm9703	pseudogene
ENSMUSG00000087387	Gm15420	antisense
ENSMUSG00000086485	Gm15458	antisense
ENSMUSG00000048503	Tmem136	protein_coding
ENSMUSG00000067148	Polr1c	protein_coding
ENSMUSG00000018770	Atp5g3	protein_coding
ENSMUSG00000032015	Pou2f3	protein_coding
ENSMUSG00000045391	1700120B22Rik	protein_coding
ENSMUSG00000020064	Herc4	protein_coding
ENSMUSG00000034528	Hsd17b13	protein_coding
ENSMUSG00000043257	Pigv	protein_coding
ENSMUSG00000080731	Rps2-ps9	pseudogene
ENSMUSG00000085846	Gm15597	antisense
ENSMUSG00000026604	Ptpn14	protein_coding
ENSMUSG00000086149	Gm15598	antisense
ENSMUSG00000085521	4930526A20Rik	pseudogene
ENSMUSG00000058398	Prss43	protein_coding
ENSMUSG00000034781	Gna11	protein_coding
ENSMUSG00000087615	Gm16190	antisense
ENSMUSG00000085333	1700030A11Rik	antisense
ENSMUSG00000029311	Hsd17b11	protein_coding
ENSMUSG00000047257	Prss45	protein_coding
ENSMUSG00000087693	Gm16191	antisense
ENSMUSG00000020781	Tsen54	protein_coding
ENSMUSG00000007880	Arid1a	protein_coding
ENSMUSG00000049719	Prss46	protein_coding
ENSMUSG00000059408	Mrgprh	protein_coding
ENSMUSG00000073460	Pnldc1	protein_coding
ENSMUSG00000020063	Sirt1	protein_coding
ENSMUSG00000028563	Tm2d1	protein_coding
ENSMUSG00000078651	Aoc2	protein_coding
ENSMUSG00000054452	Aes	protein_coding
ENSMUSG00000048752	Prss50	protein_coding
ENSMUSG00000029165	Agbl5	protein_coding
ENSMUSG00000071074	Yipf3	protein_coding
ENSMUSG00000036764	Dnajc12	protein_coding
ENSMUSG00000026603	Smyd2	protein_coding
ENSMUSG00000029310	Nudt9	protein_coding
ENSMUSG00000057388	Mrpl18	protein_coding
ENSMUSG00000009207	Lnp	protein_coding
ENSMUSG00000048185	Gm7075	protein_coding
ENSMUSG00000060843	Ctnna3	protein_coding
ENSMUSG00000029725	Ppp1r35	protein_coding
ENSMUSG00000032014	Oaf	protein_coding
ENSMUSG00000032013	Trim29	protein_coding
ENSMUSG00000049555	Tmie	protein_coding
ENSMUSG00000010175	Prox1	protein_coding
ENSMUSG00000029726	Mepce	protein_coding
ENSMUSG00000061859	Inadl	protein_coding
ENSMUSG00000032012	Pvrl1	protein_coding
ENSMUSG00000019326	Aoc3	protein_coding
ENSMUSG00000034771	Tle2	protein_coding
ENSMUSG00000003644	Rps6ka1	protein_coding
ENSMUSG00000089872	Rps6kc1	protein_coding
ENSMUSG00000044037	Als2cl	protein_coding
ENSMUSG00000062561	Gm10118	protein_coding
ENSMUSG00000042846	Lrrtm3	protein_coding
ENSMUSG00000019873	Reep3	protein_coding
ENSMUSG00000037876	Jmjd1c	protein_coding
ENSMUSG00000086154	Gm16196	antisense
ENSMUSG00000087308	Gm16195	lincRNA
ENSMUSG00000085912	Gm16197	lincRNA
ENSMUSG00000084956	Gm16194	antisense
ENSMUSG00000067575	Rpl35a-ps3	pseudogene
ENSMUSG00000026634	Angel2	protein_coding
ENSMUSG00000058640	Gm10045	pseudogene
ENSMUSG00000089900	0610038L08Rik	antisense
ENSMUSG00000086534	Gm16758	lincRNA
ENSMUSG00000086010	Gm15318	antisense
ENSMUSG00000068039	Tcp1	protein_coding
ENSMUSG00000013562	4833413E03Rik	lincRNA
ENSMUSG00000078650	G6pc	protein_coding
ENSMUSG00000018736	Ndel1	protein_coding
ENSMUSG00000020782	Llgl2	protein_coding
ENSMUSG00000028251	2610029I01Rik	protein_coding
ENSMUSG00000071073	Gm88	protein_coding
ENSMUSG00000075528	Aarsd1	protein_coding
ENSMUSG00000037568	Vash2	protein_coding
ENSMUSG00000040455	Usp45	protein_coding
ENSMUSG00000075003	Jmjd1c	protein_coding
ENSMUSG00000066595	Mfsd7b	protein_coding
ENSMUSG00000075000	Nrbf2	protein_coding
ENSMUSG00000057072	1700022P22Rik	protein_coding
ENSMUSG00000037108	Zcwpw1	protein_coding
ENSMUSG00000026632	Tatdn3	protein_coding
ENSMUSG00000046490	Rnf222	protein_coding
ENSMUSG00000091034	Gm17660	protein_coding
ENSMUSG00000029309	Sparcl1	protein_coding
ENSMUSG00000060938	Rpl26	protein_coding
ENSMUSG00000053268	Dspp	protein_coding
ENSMUSG00000029307	Dmp1	protein_coding
ENSMUSG00000029306	Ibsp	protein_coding
ENSMUSG00000037868	Egr2	protein_coding
ENSMUSG00000046245	Pilra	protein_coding
ENSMUSG00000032011	Thy1	protein_coding
ENSMUSG00000012296	Tjap1	protein_coding
ENSMUSG00000053863	Mepe	protein_coding
ENSMUSG00000053128	Rnf26	protein_coding
ENSMUSG00000029304	Spp1	protein_coding
ENSMUSG00000047428	Dlk2	protein_coding
ENSMUSG00000091548	Gm17572	pseudogene
ENSMUSG00000066684	Pilrb1	protein_coding
ENSMUSG00000002791	Pdxk-ps	pseudogene
ENSMUSG00000032921	Odf4	protein_coding
ENSMUSG00000045374	Wdr81	protein_coding
ENSMUSG00000066682	Pilrb2	protein_coding
ENSMUSG00000057134	Ado	protein_coding
ENSMUSG00000062510	Nsl1	protein_coding
ENSMUSG00000074999	Gm10797	protein_coding
ENSMUSG00000029727	Cyp3a13	protein_coding
ENSMUSG00000001815	Evx2	protein_coding
ENSMUSG00000037855	Zfp365	protein_coding
ENSMUSG00000028248	Sfrs18	protein_coding
ENSMUSG00000026630	Batf3	protein_coding
ENSMUSG00000091968	Gm17115	lincRNA
ENSMUSG00000091017	Fam71a	protein_coding
ENSMUSG00000024295	Cyp4f41-ps	pseudogene
ENSMUSG00000026628	Atf3	protein_coding
ENSMUSG00000026885	Ttll11	protein_coding
ENSMUSG00000052921	Arhgef15	protein_coding
ENSMUSG00000001819	Hoxd13	protein_coding
ENSMUSG00000056966	Gjc3	protein_coding
ENSMUSG00000001823	Hoxd12	protein_coding
ENSMUSG00000058736	Gm10047	protein_coding
ENSMUSG00000037053	Azgp1	protein_coding
ENSMUSG00000034462	Pkd2	protein_coding
ENSMUSG00000063739	Gm4963	protein_coding
ENSMUSG00000037499	Nenf	protein_coding
ENSMUSG00000067416	Actl9	pseudogene
ENSMUSG00000075599	Smok3a	protein_coding
ENSMUSG00000092412	Gm20507	processed_transcript
ENSMUSG00000032010	Usp2	protein_coding
ENSMUSG00000042499	Hoxd11	protein_coding
ENSMUSG00000075598	Smok3b	protein_coding
ENSMUSG00000026627	Tmem206	protein_coding
ENSMUSG00000090952	Gm17251	lincRNA
ENSMUSG00000029729	Zkscan1	protein_coding
ENSMUSG00000092602	4931413I07Rik	processed_transcript
ENSMUSG00000092571	Gm4134	pseudogene
ENSMUSG00000092174	Gm7029	pseudogene
ENSMUSG00000037846	Rtkn2	protein_coding
ENSMUSG00000032842	Abcc10	protein_coding
ENSMUSG00000050368	Hoxd10	protein_coding
ENSMUSG00000026626	Ppp2r5a	protein_coding
ENSMUSG00000092349	BC033916	lincRNA
ENSMUSG00000079065	BC005561	protein_coding
ENSMUSG00000048334	Gm8258	protein_coding
ENSMUSG00000072774	Zfp951	protein_coding
ENSMUSG00000086077	Gm14396	protein_coding
ENSMUSG00000091104	Gm17623	protein_coding
ENSMUSG00000090970	Gm3209	protein_coding
ENSMUSG00000029299	Abcg3	protein_coding
ENSMUSG00000003038	Hmgn2	protein_coding
ENSMUSG00000092564	BC051226	antisense
ENSMUSG00000037474	Dtl	protein_coding
ENSMUSG00000043342	Hoxd9	protein_coding
ENSMUSG00000067203	H2-K2	pseudogene
ENSMUSG00000027102	Hoxd8	protein_coding
ENSMUSG00000087166	L1td1	protein_coding
ENSMUSG00000018740	Slc25a35	protein_coding
ENSMUSG00000092512	Gm4152	pseudogene
ENSMUSG00000092338	Mir219-1	ncrna_host
ENSMUSG00000092595	Gm20427	processed_transcript
ENSMUSG00000032892	Rangrf	protein_coding
ENSMUSG00000035407	Kank4	protein_coding
ENSMUSG00000038803	Ost4	protein_coding
ENSMUSG00000037461	Ints7	protein_coding
ENSMUSG00000038217	Tlcd2	protein_coding
ENSMUSG00000037017	Zscan21	protein_coding
ENSMUSG00000034438	Gbp8	protein_coding
ENSMUSG00000029163	Emilin1	protein_coding
ENSMUSG00000019947	Arid5b	protein_coding
ENSMUSG00000020850	Prpf8	protein_coding
ENSMUSG00000032494	Tdgf1	protein_coding
ENSMUSG00000073794	I0C0044D17Rik	protein_coding
ENSMUSG00000019945	1700040L02Rik	protein_coding
ENSMUSG00000032495	Lrrc2	protein_coding
ENSMUSG00000028560	Usp1	protein_coding
ENSMUSG00000026623	Lpgat1	protein_coding
ENSMUSG00000066319	Rtp3	protein_coding
ENSMUSG00000057802	Gm10030	protein_coding
ENSMUSG00000032496	Ltf	protein_coding
ENSMUSG00000020899	Pfas	protein_coding
ENSMUSG00000037007	Zfp113	protein_coding
ENSMUSG00000028247	Coq3	protein_coding
ENSMUSG00000029298	Gbp9	protein_coding
ENSMUSG00000079363	Gbp4	protein_coding
ENSMUSG00000012117	Dhdds	protein_coding
ENSMUSG00000026622	Nek2	protein_coding
ENSMUSG00000035007	Rundc1	protein_coding
ENSMUSG00000029162	Khk	protein_coding
ENSMUSG00000026895	Ndufa8	protein_coding
ENSMUSG00000028556	Dock7	protein_coding
ENSMUSG00000060044	Tmem26	protein_coding
ENSMUSG00000063316	Rpl27	protein_coding
ENSMUSG00000019944	Rhobtb1	protein_coding
ENSMUSG00000055833	1700034H15Rik	protein_coding
ENSMUSG00000037434	Slc30a1	protein_coding
ENSMUSG00000028246	6230409E13Rik	protein_coding
ENSMUSG00000026894	Morn5	protein_coding
ENSMUSG00000049353	Rd3	protein_coding
ENSMUSG00000026637	Traf5	protein_coding
ENSMUSG00000026890	Lhx6	protein_coding
ENSMUSG00000037395	Rcor3	protein_coding
ENSMUSG00000019494	Cops6	protein_coding
ENSMUSG00000029161	Cgref1	protein_coding
ENSMUSG00000020898	1500010J02Rik	protein_coding
ENSMUSG00000045302	Preb	protein_coding
ENSMUSG00000058248	Kcnh1	protein_coding
ENSMUSG00000062480	Acat3	protein_coding
ENSMUSG00000029730	Mcm7	protein_coding
ENSMUSG00000034758	Tle6	protein_coding
ENSMUSG00000010358	Ifi35	protein_coding
ENSMUSG00000043953	Ccrl2	protein_coding
ENSMUSG00000040410	Fbxl4	protein_coding
ENSMUSG00000032497	Lrrfip2	protein_coding
ENSMUSG00000037375	Hhat	protein_coding
ENSMUSG00000054588	Gbp10	protein_coding
ENSMUSG00000015597	Zfp318	protein_coding
ENSMUSG00000079362	Gbp6	protein_coding
ENSMUSG00000052621	Pou3f2	protein_coding
ENSMUSG00000050966	Lin28a	protein_coding
ENSMUSG00000023832	Acat2	protein_coding
ENSMUSG00000047384	A730013G03Rik	protein_coding
ENSMUSG00000090622	A930033H14Rik	protein_coding
ENSMUSG00000016262	Sertad4	protein_coding
ENSMUSG00000045751	Mms22l	protein_coding
ENSMUSG00000049410	Gm13060	protein_coding
ENSMUSG00000019942	Cdk1	protein_coding
ENSMUSG00000092021	Gbp11	protein_coding
ENSMUSG00000070639	Lrrc8b	protein_coding
ENSMUSG00000012123	Aim1l	protein_coding
ENSMUSG00000054720	Lrrc8c	protein_coding
ENSMUSG00000016200	Syt14	protein_coding
ENSMUSG00000034739	Mfrp	protein_coding
ENSMUSG00000032498	Mlh1	protein_coding
ENSMUSG00000016181	Diexf	protein_coding
ENSMUSG00000046079	Lrrc8d	protein_coding
ENSMUSG00000026638	Irf6	protein_coding
ENSMUSG00000019518	Ap4m1	protein_coding
ENSMUSG00000069601	Ank3	protein_coding
ENSMUSG00000060475	Wtap	protein_coding
ENSMUSG00000079144	A130010J15Rik	protein_coding
ENSMUSG00000045750	D830014E11Rik	protein_coding
ENSMUSG00000072451	Gm10359	protein_coding
ENSMUSG00000029290	Zfp326	protein_coding
ENSMUSG00000034993	Vat1	protein_coding
ENSMUSG00000037318	Traf3ip3	protein_coding
ENSMUSG00000000682	Cd52	protein_coding
ENSMUSG00000012126	Ubxn11	protein_coding
ENSMUSG00000001313	Rnd2	protein_coding
ENSMUSG00000079592	C1qtnf5	protein_coding
ENSMUSG00000028553	Angptl3	protein_coding
ENSMUSG00000032135	Mcam	protein_coding
ENSMUSG00000026889	Rbm18	protein_coding
ENSMUSG00000016194	Hsd11b1	protein_coding
ENSMUSG00000006642	Tcf23	protein_coding
ENSMUSG00000034384	Barhl2	protein_coding
ENSMUSG00000006641	Slc5a6	protein_coding
ENSMUSG00000049606	Zfp644	protein_coding
ENSMUSG00000023968	Crip3	protein_coding
ENSMUSG00000020897	Aurkb	protein_coding
ENSMUSG00000006818	Sod2	protein_coding
ENSMUSG00000009633	G0s2	protein_coding
ENSMUSG00000036980	Taf6	protein_coding
ENSMUSG00000074862	BC025920	protein_coding
ENSMUSG00000026639	Lamb3	protein_coding
ENSMUSG00000071311	Gpr31c	protein_coding
ENSMUSG00000055602	Tcp10b	protein_coding
ENSMUSG00000072809	9330160F10Rik	protein_coding
ENSMUSG00000045176	2310047M10Rik	protein_coding
ENSMUSG00000020895	Tmem107	protein_coding
ENSMUSG00000046785	Epm2aip1	protein_coding
ENSMUSG00000062296	Trank1	protein_coding
ENSMUSG00000028550	Atg4c	protein_coding
ENSMUSG00000016179	Camk1g	protein_coding
ENSMUSG00000028843	Sh3bgrl3	protein_coding
ENSMUSG00000070892	Gm10305	protein_coding
ENSMUSG00000017146	Brca1	protein_coding
ENSMUSG00000070891	Gm12689	protein_coding
ENSMUSG00000067261	Foxd3	protein_coding
ENSMUSG00000013622	0610007C21Rik	protein_coding
ENSMUSG00000036968	Cnpy4	protein_coding
ENSMUSG00000073792	Alg6	protein_coding
ENSMUSG00000034748	Sirt6	protein_coding
ENSMUSG00000037443	Ccdc21	protein_coding
ENSMUSG00000026640	Plxna2	protein_coding
ENSMUSG00000028549	Itgb3bp	protein_coding
ENSMUSG00000034342	Cbl	protein_coding
ENSMUSG00000091096	Gm17304	protein_coding
ENSMUSG00000043410	Hfm1	protein_coding
ENSMUSG00000013629	Cad	protein_coding
ENSMUSG00000054708	Ankrd24	protein_coding
ENSMUSG00000026887	Mrrf	protein_coding
ENSMUSG00000049285	Mblac1	protein_coding
ENSMUSG00000089783	Gm454	protein_coding
ENSMUSG00000047592	BC055004	protein_coding
ENSMUSG00000032500	Dclk3	protein_coding
ENSMUSG00000016494	Cd34	protein_coding
ENSMUSG00000078631	Gm10967	protein_coding
ENSMUSG00000073791	Efcab7	protein_coding
ENSMUSG00000050552	0910001L09Rik	protein_coding
ENSMUSG00000032502	Stac	protein_coding
ENSMUSG00000036948	BC037034	protein_coding
ENSMUSG00000025791	Pgm2	protein_coding
ENSMUSG00000016493	Cd46	protein_coding
ENSMUSG00000067144	Slc22a7	protein_coding
ENSMUSG00000070306	Ccdc153	protein_coding
ENSMUSG00000047250	Ptgs1	protein_coding
ENSMUSG00000032105	Pdzd3	protein_coding
ENSMUSG00000090954	Gm17345	protein_coding
ENSMUSG00000073747	Gm7534	protein_coding
ENSMUSG00000038195	Rilp	protein_coding
ENSMUSG00000016481	Cr1l	protein_coding
ENSMUSG00000029283	Cdc7	protein_coding
ENSMUSG00000048003	Catsper4	protein_coding
ENSMUSG00000026616	Cr2	protein_coding
ENSMUSG00000032109	Nlrx1	protein_coding
ENSMUSG00000067049	Unc93a	protein_coding
ENSMUSG00000091964	BC037034	protein_coding
ENSMUSG00000090025	Gm16088	pseudogene
ENSMUSG00000089699	Gm1992	antisense
ENSMUSG00000091305	Gm17100	pseudogene
ENSMUSG00000085623	Gm16041	antisense
ENSMUSG00000091665	Gm17101	pseudogene
ENSMUSG00000090031	4732440D04Rik	antisense
ENSMUSG00000091742	Gm5093	protein_coding
ENSMUSG00000048538	Gm9826	pseudogene
ENSMUSG00000086235	Gm16284	pseudogene
ENSMUSG00000015599	Ttbk1	protein_coding
ENSMUSG00000028841	Cnksr1	protein_coding
ENSMUSG00000084353	Gm15452	pseudogene
ENSMUSG00000086195	Gm6152	pseudogene
ENSMUSG00000066693	Gm7493	pseudogene
ENSMUSG00000081441	Gm6161	pseudogene
ENSMUSG00000032131	Abcg4	protein_coding
ENSMUSG00000046334	Gm6195	pseudogene
ENSMUSG00000087199	Gm15818	processed_transcript
ENSMUSG00000083422	Gm15604	pseudogene
ENSMUSG00000035305	Ror1	protein_coding
ENSMUSG00000081417	Gm15603	pseudogene
ENSMUSG00000032503	Arpp21	protein_coding
ENSMUSG00000081201	Smt3h2-ps4	pseudogene
ENSMUSG00000082193	Rpl5-ps1	pseudogene
ENSMUSG00000089982	Gm7568	antisense
ENSMUSG00000091020	Gm5828	pseudogene
ENSMUSG00000069733	Ube2u	protein_coding
ENSMUSG00000085125	Gm16070	lincRNA
ENSMUSG00000075593	Gal3st4	protein_coding
ENSMUSG00000040387	Klhl32	protein_coding
ENSMUSG00000070977	Defb44-ps	pseudogene
ENSMUSG00000028532	Cachd1	protein_coding
ENSMUSG00000029510	Gpc2	protein_coding
ENSMUSG00000028261	Ndufaf4	protein_coding
ENSMUSG00000028840	Zfp593	protein_coding
ENSMUSG00000038188	Scarf1	protein_coding
ENSMUSG00000050105	Grrp1	protein_coding
ENSMUSG00000029287	Tgfbr3	protein_coding
ENSMUSG00000040372	Gpr63	protein_coding
ENSMUSG00000050890	Pdik1l	protein_coding
ENSMUSG00000028259	Fhl5	protein_coding
ENSMUSG00000073458	Smok2a	protein_coding
ENSMUSG00000073457	Smok2b	protein_coding
ENSMUSG00000040359	1810074P20Rik	protein_coding
ENSMUSG00000029279	Brdt	protein_coding
ENSMUSG00000036928	Stag3	protein_coding
ENSMUSG00000052469	Tcp10c	protein_coding
ENSMUSG00000038178	Slc43a2	protein_coding
ENSMUSG00000040658	BC048355	protein_coding
ENSMUSG00000073789	Gm10577	protein_coding
ENSMUSG00000033805	Ephx4	protein_coding
ENSMUSG00000040327	Cul9	protein_coding
ENSMUSG00000073788	Gm10576	protein_coding
ENSMUSG00000035275	Raver2	protein_coding
ENSMUSG00000033794	Lpcat2b	protein_coding
ENSMUSG00000070632	Btbd8	protein_coding
ENSMUSG00000017119	Nbr1	protein_coding
ENSMUSG00000029151	Slc30a3	protein_coding
ENSMUSG00000028530	Jak1	protein_coding
ENSMUSG00000079712	Gm8597	protein_coding
ENSMUSG00000028834	Trim63	protein_coding
ENSMUSG00000038347	Tcte2	protein_coding
ENSMUSG00000028836	Slc30a2	protein_coding
ENSMUSG00000055373	Fut9	protein_coding
ENSMUSG00000074860	Gm10778	protein_coding
ENSMUSG00000078766	Fut9	protein_coding
ENSMUSG00000074859	Gm8112	protein_coding
ENSMUSG00000040520	Manea	protein_coding
ENSMUSG00000078437	Gm3055	protein_coding
ENSMUSG00000074858	Gm8264	protein_coding
ENSMUSG00000028838	Extl1	protein_coding
ENSMUSG00000078436	Gm4767	protein_coding
ENSMUSG00000074857	Gm8137	protein_coding
ENSMUSG00000062540	Zfp781	protein_coding
ENSMUSG00000074856	Gm8158	protein_coding
ENSMUSG00000053839	Gm9924	protein_coding
ENSMUSG00000074854	Gm8290	protein_coding
ENSMUSG00000053856	Dnajc5g	protein_coding
ENSMUSG00000061371	Zfp873	protein_coding
ENSMUSG00000062077	Trim54	protein_coding
ENSMUSG00000078435	AU041133	protein_coding
ENSMUSG00000062931	Zfp938	protein_coding
ENSMUSG00000044581	4932415D10Rik	protein_coding
ENSMUSG00000073427	Gm4924	protein_coding
ENSMUSG00000037366	Pafah2	protein_coding
ENSMUSG00000063320	1190007I07Rik	protein_coding
ENSMUSG00000044060	A830010M20Rik	protein_coding
ENSMUSG00000032119	Hinfp	protein_coding
ENSMUSG00000066252	Bhmt-ps1	protein_coding
ENSMUSG00000068950	Olfr338	protein_coding
ENSMUSG00000063287	Olfr339	protein_coding
ENSMUSG00000028289	Epha7	protein_coding
ENSMUSG00000060417	Gm8603	protein_coding
ENSMUSG00000079711	Smok4a	protein_coding
ENSMUSG00000058803	Olfr340	protein_coding
ENSMUSG00000075387	Olfr341	protein_coding
ENSMUSG00000034674	Tdg	protein_coding
ENSMUSG00000089798	1700028K03Rik	protein_coding
ENSMUSG00000015605	Srf	protein_coding
ENSMUSG00000061305	Olfr342	protein_coding
ENSMUSG00000023972	Ptk7	protein_coding
ENSMUSG00000075591	Gm10874	protein_coding
ENSMUSG00000036898	Zfp157	protein_coding
ENSMUSG00000058205	Olfr344	protein_coding
ENSMUSG00000059251	Olfr345	protein_coding
ENSMUSG00000029276	Glmn	protein_coding
ENSMUSG00000063915	Olfr346	protein_coding
ENSMUSG00000003546	Klc4	protein_coding
ENSMUSG00000029526	1700123K08Rik	protein_coding
ENSMUSG00000058291	Zfp68	protein_coding
ENSMUSG00000057351	Olfr347	protein_coding
ENSMUSG00000049315	Olfr348	protein_coding
ENSMUSG00000061900	Olfr50	protein_coding
ENSMUSG00000032120	C2cd2l	protein_coding
ENSMUSG00000075384	Olfr3	protein_coding
ENSMUSG00000002767	Mrpl2	protein_coding
ENSMUSG00000028832	Stmn1	protein_coding
ENSMUSG00000050015	Olfr350	protein_coding
ENSMUSG00000038676	Ucn	protein_coding
ENSMUSG00000075383	Olfr351	protein_coding
ENSMUSG00000068036	Mllt4	protein_coding
ENSMUSG00000028527	Ak4	protein_coding
ENSMUSG00000053146	Olfr352	protein_coding
ENSMUSG00000075382	Olfr353	protein_coding
ENSMUSG00000090262	Mpv17	protein_coding
ENSMUSG00000055088	Olfr354	protein_coding
ENSMUSG00000075380	Olfr355	protein_coding
ENSMUSG00000070943	Olfr356	protein_coding
ENSMUSG00000038545	Cul7	protein_coding
ENSMUSG00000056014	A430033K04Rik	protein_coding
ENSMUSG00000025854	Fam20c	protein_coding
ENSMUSG00000028528	Dnajc6	protein_coding
ENSMUSG00000029144	Gtf3c2	protein_coding
ENSMUSG00000037348	Paqr7	protein_coding
ENSMUSG00000078521	2610002D18Rik	protein_coding
ENSMUSG00000046671	Fam54b	protein_coding
ENSMUSG00000055838	Olfr357	protein_coding
ENSMUSG00000075379	Olfr358	protein_coding
ENSMUSG00000083361	Olfr360	protein_coding
ENSMUSG00000032123	Dpagt1	protein_coding
ENSMUSG00000033773	Rpap2	protein_coding
ENSMUSG00000075378	Olfr361	protein_coding
ENSMUSG00000075377	Olfr362	protein_coding
ENSMUSG00000017781	Pitpna	protein_coding
ENSMUSG00000078198	Olfr364-ps1	protein_coding
ENSMUSG00000059429	Olfr365	protein_coding
ENSMUSG00000068947	Olfr366	protein_coding
ENSMUSG00000049018	Olfr368	protein_coding
ENSMUSG00000025856	Pdgfa	protein_coding
ENSMUSG00000009030	Pdcl	protein_coding
ENSMUSG00000075376	Rc3h2	protein_coding
ENSMUSG00000050989	Sepn1	protein_coding
ENSMUSG00000049932	H2afx	protein_coding
ENSMUSG00000029275	Gfi1	protein_coding
ENSMUSG00000032126	Hmbs	protein_coding
ENSMUSG00000028284	Map3k7	protein_coding
ENSMUSG00000034947	Tmem106a	protein_coding
ENSMUSG00000090903	Gm17247	protein_coding
ENSMUSG00000075585	6330403L08Rik	protein_coding
ENSMUSG00000025855	Prkar1b	protein_coding
ENSMUSG00000035212	Leprot	protein_coding
ENSMUSG00000032127	Vps11	protein_coding
ENSMUSG00000057722	Lepr	protein_coding
ENSMUSG00000020251	Glt8d2	protein_coding
ENSMUSG00000032504	Pdcd6ip	protein_coding
ENSMUSG00000037306	Man1c1	protein_coding
ENSMUSG00000032115	Hyou1	protein_coding
ENSMUSG00000025857	Heatr2	protein_coding
ENSMUSG00000040270	Bach2	protein_coding
ENSMUSG00000037295	Ldlrap1	protein_coding
ENSMUSG00000010362	Rdm1	protein_coding
ENSMUSG00000029145	Eif2b4	protein_coding
ENSMUSG00000028826	Tmem57	protein_coding
ENSMUSG00000066798	Zbtb6	protein_coding
ENSMUSG00000011831	Evi5	protein_coding
ENSMUSG00000023971	Rrp36	protein_coding
ENSMUSG00000050714	Zbtb26	protein_coding
ENSMUSG00000063576	Klhdc3	protein_coding
ENSMUSG00000020246	Hcfc2	protein_coding
ENSMUSG00000035437	Rabgap1	protein_coding
ENSMUSG00000036817	Sun1	protein_coding
ENSMUSG00000006127	Inpp5k	protein_coding
ENSMUSG00000090278	D130062J21Rik	protein_coding
ENSMUSG00000051056	Gja10	protein_coding
ENSMUSG00000028282	Casp8ap2	protein_coding
ENSMUSG00000020248	Nfyb	protein_coding
ENSMUSG00000063447	1700013N18Rik	protein_coding
ENSMUSG00000058558	Rpl5	protein_coding
ENSMUSG00000002768	Mea1	protein_coding
ENSMUSG00000058006	Mdn1	protein_coding
ENSMUSG00000034936	Arl4d	protein_coding
ENSMUSG00000059409	Ppp2r5d	protein_coding
ENSMUSG00000067941	Gm7168	protein_coding
ENSMUSG00000091677	Gm7356	protein_coding
ENSMUSG00000090562	Gm7358	protein_coding
ENSMUSG00000048826	Dact2	protein_coding
ENSMUSG00000023886	Smoc2	protein_coding
ENSMUSG00000023885	Thbs2	protein_coding
ENSMUSG00000035201	B020004J07Rik	protein_coding
ENSMUSG00000046133	C130073F10Rik	protein_coding
ENSMUSG00000028825	Rhd	protein_coding
ENSMUSG00000034931	Dhx8	protein_coding
ENSMUSG00000037028	Gm12800	protein_coding
ENSMUSG00000070890	Gm12794	protein_coding
ENSMUSG00000078626	Gm12790	protein_coding
ENSMUSG00000078625	Gm12789	protein_coding
ENSMUSG00000028525	Pde4b	protein_coding
ENSMUSG00000017774	Myo1c	protein_coding
ENSMUSG00000028822	Tmem50a	protein_coding
ENSMUSG00000037266	D4Wsu53e	protein_coding
ENSMUSG00000033392	Clasp2	protein_coding
ENSMUSG00000028821	Syf2	protein_coding
ENSMUSG00000029270	Fam69a	protein_coding
ENSMUSG00000070691	Runx3	protein_coding
ENSMUSG00000029146	Snx17	protein_coding
ENSMUSG00000025858	Get4	protein_coding
ENSMUSG00000029267	Mtf2	protein_coding
ENSMUSG00000037242	Clic4	protein_coding
ENSMUSG00000028809	Srrm1	protein_coding
ENSMUSG00000043059	Zfp513	protein_coding
ENSMUSG00000002763	Pex6	protein_coding
ENSMUSG00000029147	Ppm1g	protein_coding
ENSMUSG00000028524	Sgip1	protein_coding
ENSMUSG00000055424	Gm9970	protein_coding
ENSMUSG00000029148	Nrbp1	protein_coding
ENSMUSG00000002769	Gnmt	protein_coding
ENSMUSG00000056821	1700028I16Rik	protein_coding
ENSMUSG00000026915	Strbp	protein_coding
ENSMUSG00000020250	Txnrd1	protein_coding
ENSMUSG00000056413	Adap1	protein_coding
ENSMUSG00000045438	Cox19	protein_coding
ENSMUSG00000079311	Gm3222	protein_coding
ENSMUSG00000045854	Lyrm2	protein_coding
ENSMUSG00000029541	Cyp2w1	protein_coding
ENSMUSG00000017724	Etv4	protein_coding
ENSMUSG00000046991	Wdr27	protein_coding
ENSMUSG00000053553	3110082I17Rik	protein_coding
ENSMUSG00000043924	A330049M08Rik	protein_coding
ENSMUSG00000063406	Tmed5	protein_coding
ENSMUSG00000040183	Ankrd6	protein_coding
ENSMUSG00000032114	Slc37a4	protein_coding
ENSMUSG00000050088	1600012H06Rik	protein_coding
